ID,Aminobenzoate degradation,Amino sugar and nucleotide sugar metabolism,Neuroactive ligand-receptor interaction,Purine metabolism,Porphyrin and chlorophyll metabolism,Isoquinoline alkaloid biosynthesis,Bile secretion,ABC transporters,Benzoate degradation,Tryptophan metabolism,Starch and sucrose metabolism,Pyrimidine metabolism,Dioxin degradation,Fatty acid metabolism,Chlorocyclohexane and chlorobenzene degradation,Glucosinolate biosynthesis,Tyrosine metabolism,Phenylalanine metabolism,Methane metabolism,Biosynthesis of unsaturated fatty acids,Metabolic pathways,Arginine and proline metabolism,Fatty acid biosynthesis,Toluene degradation,Lysine degradation,Nitrogen metabolism,"Valine, leucine and isoleucine degradation",Pentose and glucuronate interconversions,Indole alkaloid biosynthesis,Fructose and mannose metabolism,Glyoxylate and dicarboxylate metabolism,Phosphotransferase system (PTS),Serotonergic synapse,Fatty acid elongation,Aminoacyl-tRNA biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Inositol phosphate metabolism,Cysteine and methionine metabolism,Carbohydrate digestion and absorption,Glycerophospholipid metabolism,"Tropane, piperidine and pyridine alkaloid biosynthesis",Protein digestion and absorption,Biosynthesis of secondary metabolites,Galactose metabolism,Propanoate metabolism,"Cutin, suberine and wax biosynthesis","Glycine, serine and threonine metabolism",Biotin metabolism,Novobiocin biosynthesis,Nicotinate and nicotinamide metabolism,Sphingolipid metabolism,Cyanoamino acid metabolism,Atrazine degradation,Terpenoid backbone biosynthesis,Pyruvate metabolism,Primary bile acid biosynthesis,Two-component system,Butanoate metabolism,Phenylpropanoid biosynthesis,Pentose phosphate pathway,Ascorbate and aldarate metabolism,Selenocompound metabolism,Phosphonate and phosphinate metabolism,Glycolysis / Gluconeogenesis,Glutathione metabolism,Xylene degradation,Caffeine metabolism,Pantothenate and CoA biosynthesis,Lysine biosynthesis,Betalain biosynthesis,Phosphatidylinositol signaling system,Carbon fixation pathways in prokaryotes,Mineral absorption,Microbial metabolism in diverse environments,Steroid hormone biosynthesis,Chloroalkane and chloroalkene degradation,"Phenylalanine, tyrosine and tryptophan biosynthesis","Valine, leucine and isoleucine biosynthesis",Thiamine metabolism,beta-Alanine metabolism,Sulfur metabolism,"Alanine, aspartate and glutamate metabolism",Styrene degradation,Carbon fixation in photosynthetic organisms,Histidine metabolism,Linoleic acid metabolism,2-Oxocarboxylic acid metabolism,Glycerolipid metabolism,Peptidoglycan biosynthesis,C5-Branched dibasic acid metabolism,Dopaminergic synapse,Taurine and hypotaurine metabolism,Vitamin B6 metabolism,Citrate cycle (TCA cycle),Synaptic vesicle cycle,Sulfur relay system,Oxidative phosphorylation,Steroid biosynthesis,HIF-1 signaling pathway,Biosynthesis of alkaloids derived from shikimate pathway,Epithelial cell signaling in Helicobacter pylori infection,Insulin secretion,Gap junction,Proximal tubule bicarbonate reclamation,Puromycin biosynthesis,Vitamin digestion and absorption,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",GABAergic synapse,D-Glutamine and D-glutamate metabolism,Bacterial chemotaxis,Biosynthesis of alkaloids derived from histidine and purine,Glutamatergic synapse,Taste transduction,D-Arginine and D-ornithine metabolism,D-Alanine metabolism,Biosynthesis of phenylpropanoids,Circadian entrainment,Type II diabetes mellitus,Melanogenesis,Pathways in cancer,Biosynthesis of alkaloids derived from terpenoid and polyketide,Steroid degradation,Biosynthesis of terpenoids and steroids,Lysosome,Insulin signaling pathway,Clavulanic acid biosynthesis,Long-term potentiation,Degradation of aromatic compounds,Riboflavin metabolism,Fat digestion and absorption
N59,8316,7638.75,6630.4,6470.666667,5538.666667,6370.5,6504.166667,5563.8,4884,4320,4806.75,4741,4292,3600,5056,4116.666667,4271.2,4068,3400,3718.285714,3806,3925.384615,3136,2910,2726,2604.571429,2591.2,2566.666667,2702.5,2928,2711.5,2852,2268,2340,2449.157895,2680,2226,2483.571429,2484,2407.333333,2006,2206.761905,2296,2209.444444,2268,2169,2080.8,2072,2238.5,2079.75,1950,1828.5,1932,2058,1968,1856.5,2142.857143,1846.666667,2181.666667,1742.4,1908.2,1836,2160,1901.333333,1634,1813,1680,1730.4,1663.2,1644,1431,1905.714286,1538.933333,1455,2178,1540,1450,1393.142857,1369.333333,1327.833333,1143,1087.2,960,989,858,884,896,649,1917,768,822,770,864,930,640,680,885.3333333,990,708.75,683,644,715,566.5,538.3333333,624,703,510,414,380,432,462,360,234,415,351,377,198,330,312,280,301,352,279,248,244,330,126,194,552,264
N60,8064,6790,6553.6,6608.666667,5249.333333,6556.5,5075,5402.1,4488,4800,4437,4741,3944,3625,4779.5,4275,4225.6,3936,3320,3648.857143,3789,3814.615385,2969.4,2895,2876.4,2468.285714,2714.2,2640,2091.5,3132,2643.833333,2639.25,2520,2232,2418.473684,3000,2814,2426.571429,2178,2591.333333,2125,2191.095238,2261,2168.444444,2238,2106,2193,2128,2312.5,2021,1925,1794,1911,1680,1584,1809.5,1794.285714,1733.333333,1815,1504.8,2058.6,1944,2475,1322.666667,1512.4,1480,1680,1668.8,1684.8,1692,1809,1899.142857,1436.466667,1466,1386,1620,1498.333333,1406.285714,1343.333333,1234.833333,1098,1029.6,828,943,737,572,900,682,1134,554.6666667,846,682,720,910,636,720,741.3333333,630,498.75,682,637,448.5,528,464.6666667,624,703,487,380.25,328,420,461,308,91,355,336,376,77,207,312,240,287,224,273,192,116,200,49,193,713,168
N62,8148,7517.5,7116.8,6516.666667,5621.333333,7300.5,6475,5606.7,4752,4720,4730.25,4708,4176,3625,4700.5,4250,4575.2,4068,3520,3664.285714,3819,3773.076923,2989,2910,2754.2,2612.142857,2714.2,2740.833333,2655.5,3420,2697,2880.75,2478,2268,2449.157895,2840,2226,2467.285714,2232,2361.333333,2142,2213.47619,2305,2150.222222,2316,2187,2315.4,2044,2220,2068,1975,1920.5,1869,1974,1920,1927,2097.142857,1786.666667,1925,1762.2,2030.4,1863,1845,1798,1542.8,1739,1575,1736,1677.6,1884,1431,1964.857143,1525.4,1480,1980,1400,1517.666667,1439.142857,1421.333333,1286.5,1152,1058.4,984,989,825,650,906,682,1728,682.6666667,942,731.5,800,940,712,690,858.6666667,900,663.75,709,623,656.5,638,504.3333333,660,684,504,398.25,356,426,460,344,182,345,348,384,154,303,330,290,302,320,282,192,216,230,98,194,759,240
N66,7644,8366.25,7398.4,6225.333333,6737.333333,6556.5,7000,5811.3,4587,4240,4959.75,4620,4031,3975,5095.5,3983.333333,4453.6,4020,3800,3718.285714,3818,4181.538462,2949.8,2925,2914,2695.428571,2492.8,2988.333333,2702.5,3720,2856.5,3139.5,2226,2016,2488.210526,2480,1848,2434.714286,2457,1947.333333,2023,2209,2314,2350.666667,2154,2205,2167.5,2170,2109,2079.75,1912.5,1828.5,2016,2016,1904,2185.5,2062.857143,2153.333333,1998.333333,1861.2,2115,1944,1080,1870.333333,1877.2,1776,1701,1635.2,1720.8,1692,1188,1859.714286,1527.333333,1461,3168,1500,1401.666667,1343.857143,1369.333333,1193.5,1170,1159.2,984,981.3333333,1221,676,890,792,1890,1162.666667,846,995.5,1024,923.3333333,792,720,928,1440,738.75,671,672,715,753.5,702.6666667,588,855,530,488.25,496,428,458,432,585,405,360,373,495,330,294,430,309,512,277,272,248,310,315,195,437,384
N67,8064,7857,7705.6,6639.333333,6365.333333,7021.5,7058.333333,5692.5,4389,4480,4781.25,4697,3857,4150,5174.5,4133.333333,4423.2,3948,3320,3849.428571,3855,3786.923077,3390.8,2985,2895.2,2718.142857,2640.4,3052.5,2373.5,3492,2967.666667,2714,2352,2448,2485.421053,2720,2688,2337,2205,2223.333333,2023,2238.095238,2341,2163.888889,2262,2295,2034.9,2072,1961,1927,1900,1897.5,1890,1554,1664,1974,2057.142857,2033.333333,2035,1669.8,2246.6,1755,1575,1539.666667,1831.6,1369,1680,1663.2,1828.8,1812,1728,2089.714286,1451.933333,1511,2376,1560,1440.333333,1353.714286,1282.666667,1327.833333,1107,1161.6,924,889.3333333,1342,936,942,781,1458,1056,906,902,928,1006.666667,804,650,837.3333333,1080,637.5,719,630,533,775.5,770.6666667,612,779,554,515.25,544,448,487,460,533,390,306,400,451,246,306,340,326,384,302,244,180,290,287,199,713,288
N68,8232,7347.75,6988.8,6424.666667,5621.333333,7300.5,6766.666667,5504.4,4554,4800,4500.75,4422,4002,3950,4779.5,4158.333333,4499.2,3984,3600,4042.285714,3800,3662.307692,3430,2955,2688.4,2483.428571,2624,2456.666667,2420.5,3564,2779.166667,2846.25,2520,2556,2415.684211,2680,2394,2345.142857,2196,2208,1972,2186.619048,2288,2296,2196,2367,2136.9,1764,2109,1927,2012.5,1897.5,1659,1680,1824,1927,2011.428571,1806.666667,2145,1656.6,1955.2,1809,1530,1622.333333,1710,1480,1638,1596,1548,1884,1539,1859.714286,1513.8,1446,2079,1480,1498.333333,1373.428571,1317.333333,1229.666667,1161,1027.2,1008,843.3333333,770,1014,886,847,1782,650.6666667,942,704,704,940,736,670,880,945,603.75,709,553,539.5,676.5,527,612,703,498,409.5,372,394,460,356,221,400,321,386,187,249,306,310,303,336,282,236,172,280,119,197,345,252
N69,8316,7711.5,6809.6,6470.666667,5704,6928.5,6008.333333,5428.5,4587,4720,4781.25,4444,4031,3700,5214,4316.666667,4484,4188,3520,3679.714286,3794,3496.153846,3067.4,3075,2895.2,2453.142857,2689.6,2621.666667,2655.5,3228,2808.166667,2880.75,2478,2196,2479.842105,3040,2226,2288.142857,2394,2315.333333,2380,2231.380952,2328,2268.666667,2232,2115,2060.4,1918,2312.5,1927,1950,1880.25,1617,1680,1824,1715.5,2022.857143,1853.333333,2035,1775.4,1908.2,1809,1710,1736,1550.4,1480,1701,1646.4,1648.8,1788,1431,1899.142857,1525.4,1469,990,1560,1575.666667,1399.714286,1369.333333,1152.166667,1125,1036.8,1020,843.3333333,759,780,908,836,1350,661.3333333,894,709.5,720,960,696,670,832,450,648.75,715,539,611,610.5,538.3333333,660,589,518,427.5,380,408,475,360,221,350,321,396,187,282,330,210,298,160,288,264,216,250,119,205,667,120
N70,7980,8148,7756.8,6685.333333,6985.333333,7068,7379.166667,5850.9,4785,4720,4870.5,4642,4205,3900,5648.5,4350,4803.2,4332,3920,3618,3882,3960,2949.8,3135,3045.6,2884.714286,2681.4,2997.5,2726,3492,2924.166667,2944,2478,2160,2708.578947,2960,714,2638.285714,2448,2208,2465,2412.666667,2387,2091,2328,2088,2335.8,2030,2275.5,2150.25,1950,2116,1827,2100,1968,2115,2177.142857,2226.666667,2016.666667,1834.8,2021,1917,1620,1860,1808.8,1850,1659,1702.4,1922.4,1824,459,1899.142857,1631.733333,1490,2376,1720,1556.333333,1452.285714,1473.333333,1276.166667,1197,1260,1020,1042.666667,1375,858,934,814,1512,1216,912,1017.5,1216,916.6666667,808,710,906.6666667,1080,772.5,699,609,695.5,748,770.6666667,648,836,554,535.5,544,436,462,440,494,405,363,382,418,321,324,360,299,384,275,252,228,290,266,209,92,288
N71,7896,7954,8089.6,6670,7522.666667,7300.5,7233.333333,5738.7,4290,4720,4870.5,4587,3770,3925,4858.5,4208.333333,4453.6,3972,3500,3672,3886,4008.461538,2989,2910,3149,2877.142857,2640.4,2997.5,2726,3012,2875.833333,2622,2478,2160,2630.473684,2840,2688,2312.571429,2403,2192.666667,2295,2336.571429,2397,2255,2178,2124,2152.2,2044,2368,2009.25,1900,1966.5,1764,1512,1760,1997.5,2097.142857,2080,1980,1775.4,2180.8,1782,1530,1725.666667,1877.2,1332,1659,1657.6,1900.8,1884,1728,1807.142857,1564.066667,1529,1782,1660,1546.666667,1389.857143,1378,1224.5,1116,1176,1056,904.6666667,1408,858,938,737,1701,1141.333333,942,951.5,912,880,872,660,869.3333333,810,705,689,588,604.5,830.5,816,672,627,546,517.5,576,450,445,492,650,405,306,368,550,279,336,320,282,288,264,220,228,290,350,194,598,216
N72,7980,8245,8064,6348,7274.666667,6742.5,6562.5,5745.3,4356,4800,5061.75,4774,3828,4175,5806.5,4016.666667,4864,4344,3380,3795.428571,3859,4195.384615,3253.6,3495,3102,2877.142857,2542,2759.166667,3055,3144,2987,2691,2520,2556,2538.421053,3080,2016,2353.285714,2448,2300,2176,2287.333333,2402,2091,2262,2070,2131.8,2268,2127.5,2220.75,1875,1903.25,2184,1554,1744,1997.5,2457.142857,2386.666667,1833.333333,1841.4,2143.2,1863,1710,1849.666667,1740.4,1369,1659,1640.8,1972.8,1740,1296,1951.714286,1523.466667,1511,2376,1840,1469.333333,1324.142857,1300,1234.833333,1089,1308,1260,935.3333333,1529,1066,921,693,1755,1248,870,1023,928,983.3333333,852,690,1082.666667,1080,750,702,728,695.5,836,867,624,931,574,580.5,612,442,466,528,767,380,318,395,649,321,312,570,319,384,295,212,280,290,413,233,161,288
N14,8820,7784.25,6656,6578,5166.666667,6370.5,6416.666667,5517.6,5214,4560,4743,4576,4582,4250,4582,4083.333333,4316.8,4092,3720,3702.857143,3688,3544.615385,2979.2,2985,2904.6,2551.571429,2673.2,2713.333333,2632,3588,2460.166667,3036,2394,2232,2292.947368,2560,2562,2434.714286,2385,2223.333333,1972,2085.904762,2195,2300.555556,2208,2115,2106.3,2114,2072,2150.25,1912.5,1799.75,1932,2226,2016,1927,2108.571429,1806.666667,1833.333333,1861.2,2115,1809,1575,1870.333333,1535.2,1961,1617,1736,1634.4,1644,1647,1570.571429,1475.133333,1428,2178,1340,1411.333333,1412.857143,1395.333333,1183.166667,1098,1032,972,1019.666667,704,754,836,770,1917,725.3333333,822,742.5,864,776.6666667,652,670,880,990,682.5,642,644,702,566.5,481.6666667,576,722,434,384.75,340,424,404,336,182,290,360,331,154,324,288,300,255,352,233,260,220,150,98,199,161,264
